planeta velika_poluosa_au  masa_1e24kg  ekscentricitet
Merkur  3.870999999999999996e-01	3.300000000000000155e-01	2.099999999999999922e-01
Venera  7.233000000000000540e-01	4.870000000000000107e+00	1.000000000000000021e-02
Zemlja  1.000000000000000000e+00	5.969999999999999751e+00	2.000000000000000042e-02
Mars    1.523700000000000054e+00	6.420000000000000151e-01	8.999999999999999667e-02
Jupiter 5.202899999999999636e+00	1.898000000000000000e+03	5.000000000000000278e-02
Saturn  9.537000000000000810e+00	5.680000000000000000e+02	5.000000000000000278e-02
Uran    1.918900000000000006e+01	8.679999999999999716e+01	5.000000000000000278e-02
Neptun  3.006990000000000052e+01	1.020000000000000000e+02	1.000000000000000021e-02
Pluton  3.948210000000000264e+01	1.299999999999999940e-02	2.500000000000000000e-01
